-0.06336-0.055564i,0.21009-0.09694i,-0.050701-0.31685i,-0.050701-0.16612i,-0.094495-0.088188i,-0.055646-0.20715i,-0.13959-0.16785i,0.28242-0.35677i,-0.0046309-0.2345i,0.26342-0.32095i,0.012435-0.15508i,0.22135-0.34158i,-0.039819-0.053177i,0.14407-0.27269i,0.099041-0.30126i,0.22899-0.19407i,-0.22442-0.048785i,0.11391-0.061446i,0.0066032-0.13594i,-0.15585-0.37784i,-0.20253-0.09389i,0.037565-0.12604i,-0.035035-0.17976i,0.091662-0.13994i,0.017459-0.20318i,0.21865-0.15308i,0.50538-0.075561i,0.0099812-0.23552i,0.26272-0.080464i,0.080628-0.044372i,-0.10764-0.17745i,0.40572-0.21779i,-0.076178-0.067172i,0.34495-0.19494i,0.058665-0.041296i,0.22998-0.094497i,0.33763-0.1891i,0.36597-0.12344i,-0.027904-0.29204i,0.13066-0.10982i,0.35551-0.18075i,0.18933-0.18949i,-0.0066403-0.2116i,0.40121-0.11461i,-0.26162-0.19265i,0.048384-0.21931i,0.011507-0.22328i,0.34584-0.17034i,0.72114-0.10921i,0.18415+0.024052i,0.59806-0.14185i,0.049246-0.031784i,0.52295-0.04704i,0.21371-0.035415i,0.21816+0.02628i,0.53343+0.025083i,0.076842+0.025879i,0.058994-0.023139i,0.29023-0.14483i,0.14133+0.021747i,0.33161-0.012117i,0.36407-0.073871i,0.034843-0.078515i,0.31944-0.084322i,0.60658+0.055076i,0.42593-0.1822i,0.25564-0.097053i,0.16659-0.11503i,0.27363-0.12609i,0.45954-0.1338i,0.66408-0.07482i,0.25296-0.0076016i,0.22447-0.20446i,0.18701+0.049241i,0.50425-0.073624i,0.16868-0.041323i,0.016637-0.12516i,0.41114-0.18194i,0.088139-0.010596i,0.10946-0.18829i,0.28981-0.042634i,-0.075225-0.15875i,0.22677-0.18017i,0.47616-0.0095881i,0.28997-0.0046197i,-0.0057103+0.12253i,0.30982-0.11725i,0.23855-0.063087i,0.21598-0.089368i,0.26515-0.10892i,-0.13772-0.063889i,0.13215-0.1038i,-0.34744-0.13866i,0.25555-0.1611i,0.39795+0.058635i,0.11007-0.20298i,0.13948-0.20535i,0.27202-0.25412i,-0.53708-0.16003i,0.46771-0.048107i,1
0.056137+0.044605i,0.47622+0.012679i,-0.0058664+0.21342i,-0.017855+0.011509i,-0.22097+0.099094i,-0.19437+0.31436i,0.25107+0.10954i,0.43528+0.14939i,0.3637+0.085428i,0.19442+0.19267i,0.15241+0.29774i,0.36577+0.2026i,0.37091+0.15325i,0.12061+0.038183i,0.55557+0.071132i,0.43678+0.1448i,0.069644+0.16378i,0.33198+0.10018i,0.21994+0.11116i,0.073583+0.34349i,0.10301+0.14283i,0.36233+0.10456i,-0.15261+0.13785i,0.51005+0.093831i,0.14772+0.061026i,0.28725+0.1688i,0.28809+0.11421i,0.088328+0.02472i,0.23092+0.051605i,0.23368+0.079663i,0.2007+0.34238i,0.47143+0.24587i,0.32546+0.24402i,0.065006+0.14734i,0.52999+0.21254i,0.50253+0.10437i,0.55732+0.27626i,0.2854+0.035188i,-0.095143+0.011743i,0.22833+0.23299i,0.43106+0.21196i,0.40031+0.29888i,0.61015+0.17991i,0.25437-0.031052i,0.26458+0.35507i,0.15411+0.17466i,0.24725+0.11914i,0.075524+0.21982i,0.54416+0.14687i,0.28658+0.084066i,0.66314-0.011766i,0.30346+0.077518i,0.14535+0.055592i,0.1365+0.091777i,0.62978+0.093029i,0.33873-0.010764i,0.10475+0.085273i,0.14717+0.1096i,-0.012227+0.22506i,0.32117+0.012856i,0.17864+0.010125i,0.33332+0.074876i,0.070361+0.19919i,-0.13227+0.16871i,0.39901+0.19033i,0.49176+0.13198i,0.24261+0.073966i,0.36231+0.073433i,0.08833+0.022135i,0.22979+0.15719i,0.10845+0.00285i,0.036649+0.032673i,0.38775+0.17082i,-0.041231+0.054849i,0.35325+0.2041i,-0.27149-0.010586i,0.17013+0.0033416i,0.1212+0.096958i,0.37457+0.15531i,0.061347+0.017105i,0.26622+0.071725i,0.41743+0.18418i,-0.016434+0.19118i,0.34311+0.0058019i,0.094754-0.085995i,0.17096+0.035218i,0.076304+0.078275i,0.14893+0.11318i,-0.087636-0.00098726i,0.36064+0.14354i,0.15822+0.017583i,0.17352+0.087261i,-0.17393+0.2299i,0.15197+0.26423i,0.27416+0.033482i,-0.017183+0.048054i,0.14496+0.12261i,0.27067+0.024153i,0.059473+0.31372i,0.62031+0.11652i,1
-0.53522+0.87041i,0.11478+0.95044i,-0.15811+1.2131i,-0.0039589+1.0344i,-0.21659+1.094i,-0.31732+0.80925i,-0.13957+1.0747i,0.42019+0.83403i,-0.14075+1.1028i,-0.012732+1.1299i,-0.061748+1.0625i,0.20051+1.0448i,-0.11856+1.0499i,0.01518+0.91284i,-0.0037362+0.94444i,-0.27916+0.91576i,-0.394+1.0985i,0.11941+1.1222i,0.082903+1.0955i,-0.46579+0.87568i,-0.53743+0.89362i,-0.2267+0.93321i,-0.19667+0.55581i,0.058+0.77779i,0.0027378+1.0297i,0.46482+1.103i,0.26534+0.83984i,0.11505+0.87351i,0.24062+0.86085i,-0.099676+0.68715i,-0.25802+0.5931i,0.2185+1.0342i,-0.2599+0.7311i,-0.00044885+1.0679i,-0.37008+0.70813i,0.24594+0.94363i,0.07952+0.73733i,0.21279+1.0962i,-0.14626+0.9281i,-0.069356+0.83811i,0.11633+0.79773i,-0.076112+0.84797i,-0.31558+0.86488i,0.30263+0.81348i,-0.3734+0.45514i,-0.11976+0.78868i,0.32934+0.86794i,0.41594+0.51908i,0.6662+0.39502i,0.26693+0.41278i,0.39937+0.43863i,-0.32532+0.18502i,0.28754+0.19129i,0.033687+0.082752i,0.16547+0.12826i,-0.40511+0.13002i,-0.38832+0.04515i,-0.50225+0.42383i,0.077418+0.3499i,0.23362+0.19179i,0.0045598+0.23365i,0.51159+0.2544i,0.09832+0.27445i,-0.036826+0.18303i,0.14706+0.39543i,0.44254+0.44232i,0.25665+0.23267i,0.58119+0.21309i,0.15713+0.22703i,0.34478+0.43547i,0.13605+0.42249i,-0.18962+0.17533i,0.54334+0.73615i,0.18964+0.13565i,-0.42334+0.46148i,-0.27291+0.40382i,-0.49823+0.085285i,0.55954+0.35885i,-0.19749+0.40331i,0.34067+0.70169i,0.62569+0.28699i,-0.38138+0.54108i,0.075454+0.27205i,0.21201+0.72101i,0.13555+0.2153i,0.11472+0.47035i,-0.49851+0.30083i,-0.28114+0.28245i,0.03516+0.087906i,-0.48776+0.30783i,-0.2646+0.26705i,0.24665+0.7041i,-0.77288+0.32966i,0.4068+0.87218i,0.43667+0.85973i,0.15267+0.21912i,0.25398+1.032i,-0.059642+0.73701i,-0.34194+0.68888i,0.60519+0.65315i,1
-0.40309-0.17583i,-0.031174-0.090083i,-0.098469-0.19587i,-0.50838-0.08771i,-0.62052-0.024504i,-0.56301-0.20032i,-0.30176-0.15651i,0.14563-0.22539i,-0.30981-0.10184i,-0.21627-0.062768i,-0.30784-0.29033i,0.060167-0.14854i,-0.096248-0.072607i,-0.27162-0.14527i,-0.30936-0.13427i,-0.1726-0.29481i,-0.47187-0.1587i,-0.12798-0.14458i,-0.14955-0.054754i,-0.48834-0.21926i,-0.59209-0.054096i,-0.0064291-0.31932i,-0.31534-0.19397i,-0.11843-0.18903i,-0.23417-0.14215i,-0.026804-0.12358i,-0.33306-0.011223i,-0.21979+0.052691i,-0.083838+0.10173i,0.27493-0.19193i,-0.19612-0.10331i,0.043914-0.085003i,-0.099777-0.18307i,-0.30869-0.1334i,-0.17522-0.2662i,-0.29431-0.062487i,-0.15594-0.071094i,-0.13501-0.13563i,-0.18917-0.11669i,-0.26887-0.14676i,-0.34341-0.18355i,-0.13192-0.18458i,-0.3269-0.20698i,-0.14774+0.038903i,-0.25458-0.13252i,-0.41674-0.14451i,-0.037264-0.14824i,0.073088+0.019015i,0.17266-0.16223i,-0.19954-0.045415i,0.17733-0.091673i,-0.27492-0.19473i,-0.12385-0.032055i,-0.10672-0.10689i,-0.019322-0.093876i,0.17971-0.012754i,-0.28396+0.031016i,-0.56442-0.093801i,0.065913+0.013326i,0.055172-0.16402i,0.0068742+0.010937i,0.0077854-0.14341i,-0.087275-0.06545i,-0.22459-0.012585i,-0.15231-0.018006i,0.29051-0.082228i,0.12114-0.066662i,0.17074-0.08246i,0.0072023-0.10668i,0.18529-0.041775i,-0.23148-0.093436i,-0.0022747-0.095494i,-0.14336-0.056988i,-0.2389-0.055006i,-0.020275-0.21983i,-0.42794-0.24792i,-0.041088-0.073445i,-0.19935-0.05303i,0.056827-0.10785i,0.20618-0.031921i,-0.0069863-0.035088i,-0.33766-0.18087i,-0.3036-0.12936i,-0.040059-0.020646i,-0.44491-0.042689i,-0.34348-0.024813i,-0.30268-0.064693i,-0.00048897-0.14079i,-0.40006-0.022665i,0.066258-0.13816i,-0.12374-0.051393i,-0.37897-0.021301i,-0.21595-0.10526i,-0.1628-0.20635i,-0.062141-0.019932i,-0.24189+0.032118i,-0.089035-0.079298i,-0.40655-0.11636i,-0.31531-0.21795i,0.46375-0.07181i,1
-0.27209+0.54689i,-0.084348+0.71266i,-0.33171+0.6194i,-0.28599+0.61708i,-0.49187+0.47676i,-0.26923+0.6411i,-0.44518+0.7419i,-0.082727+0.59306i,-0.22252+0.58937i,-0.13223+0.63121i,-0.11524+0.61394i,-0.18364+0.69306i,-0.16854+0.58282i,-0.18977+0.68568i,-0.25433+0.8088i,0.12648+0.67554i,-0.27901+0.56383i,-0.0357+0.62225i,-0.22735+0.59848i,-0.55124+0.69008i,-0.30546+0.51652i,-0.21195+0.5677i,-0.28684+0.60913i,0.001947+0.61176i,-0.21098+0.49385i,-0.081205+0.53359i,-0.42481+0.57068i,-0.12935+0.52624i,0.13971+0.4623i,-0.047987+0.48953i,-0.12635+0.46217i,0.27226+0.46652i,-0.17584+0.57074i,-0.020063+0.65557i,-0.065744+0.45113i,-0.32725+0.62864i,-0.26861+0.59425i,-0.10756+0.63277i,-0.015331+0.51342i,-0.046575+0.50682i,-0.1269+0.41997i,-0.086968+0.54415i,-0.11683+0.40831i,-0.40527+0.28838i,-0.10995+0.30008i,-0.32185+0.46503i,-0.16699+0.47346i,0.018189+0.30566i,0.28527+0.3059i,0.055744+0.23926i,0.059435+0.28722i,-0.12149+0.16571i,-0.26536+0.14759i,-0.16844+0.18789i,0.073061+0.20333i,0.084609+0.12627i,-0.07757+0.17596i,-0.1574+0.30661i,-0.17228+0.21295i,-0.17471+0.08654i,-0.15716+0.1565i,-0.27969+0.058454i,-0.51774+0.30272i,-0.20628+0.17957i,-0.37952+0.28048i,0.05221+0.37985i,-0.13307+0.18412i,0.11044+0.14492i,-0.070523+0.23004i,-0.054489+0.29823i,-0.48954+0.26897i,-0.25129+0.31491i,-0.27607+0.46701i,-0.40743+0.10476i,-0.0090263+0.35231i,-0.50677+0.402i,-0.011248+0.14893i,-0.39355+0.14409i,0.022989+0.36982i,0.085226+0.5117i,0.11137+0.02508i,-0.061571+0.37479i,0.0026356+0.23846i,-0.12296+0.3738i,-0.31984+0.29163i,-0.34037+0.2044i,-0.090126+0.34999i,-0.065581+0.1846i,-0.15434+0.11185i,0.13198+0.16624i,0.048596+0.19197i,-0.20262+0.16854i,-0.040998+0.35308i,-0.17573+0.45553i,-0.020852+0.49114i,-0.15538+0.31579i,-0.11953+0.53793i,-0.18371+0.48885i,-0.070003+0.48905i,0.2349+0.36738i,1
0.20175+0.16721i,1.0248+0.40033i,0.81976+0.38747i,0.43348+0.49006i,0.53507+0.35247i,0.3078+0.63308i,0.76596+0.3941i,0.9551+0.35436i,0.57683+0.37203i,0.70786+0.45828i,0.59614+0.49333i,1.0379+0.37704i,0.79553+0.37538i,1.0105+0.38296i,0.55867+0.41624i,0.48931+0.15178i,0.35221+0.31318i,0.96885+0.40786i,1.0273+0.28865i,0.61046+0.32235i,0.33426+0.26349i,0.95452+0.21584i,0.59032+0.3644i,0.75216+0.17943i,0.75038+0.2519i,1.1314+0.46915i,0.73852+0.52023i,0.85772+0.2709i,0.95463+0.24096i,0.80999+0.11769i,0.3595+0.28287i,1.0244+0.37285i,0.57967+0.13363i,0.88865+0.37414i,0.52619+0.11588i,0.94085+0.34846i,0.86097+0.35758i,0.87896+0.35494i,0.78534+0.25226i,0.90147+0.3714i,0.84672+0.21072i,0.74733+0.28001i,0.71208+0.084151i,1.0294+0.41546i,0.45354+0.14738i,0.67898+0.19055i,1.0879+0.26312i,0.96845+0.30474i,0.97287+0.22007i,0.32805+0.29599i,0.89709+0.08955i,0.46546-0.052233i,0.70869+0.0033415i,0.67846+0.069772i,0.41044+0.092781i,0.64073+0.036325i,0.66402+0.037423i,0.41228+0.33754i,0.78129+0.054438i,1.0644+0.020049i,0.9345-0.05109i,1.0062+0.03211i,0.94643+0.23057i,0.3986+0.074139i,0.85271+0.22775i,0.68175+0.23416i,0.80885+0.04959i,0.87255+0.016573i,0.87357+0.12673i,0.96989+0.28985i,0.51808+0.18482i,0.4949+0.073703i,1.2927+0.08641i,0.5819+0.083563i,0.67143+0.087539i,0.72684+0.28324i,0.48828+0.062418i,0.7375+0.066218i,0.60183+0.034927i,1.0464+0.24677i,0.83362+0.14211i,0.41782+0.098362i,0.16608+0.26521i,1.0713+0.36796i,0.5972+0.16203i,0.66731+0.20295i,0.2115-0.010529i,0.77195+0.03769i,0.098219-0.032239i,0.51624+0.031685i,0.76171-0.0066527i,0.99313+0.17596i,0.24114+0.069461i,1.1493+0.36635i,1.3396+0.36016i,0.54904+0.19602i,1.2446+0.29274i,1.029+0.15802i,0.39339+0.2115i,1.2849+0.25473i,1
-0.51525-0.51435i,0.12449-0.48008i,0.018665-0.62491i,-0.33316-0.59088i,-0.45459-0.5769i,-0.28616-0.28858i,-0.36785-0.59828i,0.37953-0.43703i,-0.25382-0.60074i,-0.083276-0.61588i,0.049827-0.40363i,0.084544-0.6564i,-0.15877-0.61194i,-0.19092-0.57028i,0.070846-0.58192i,0.12475-0.51145i,-0.40105-0.42898i,-0.12242-0.55706i,-0.10773-0.59539i,-0.14965-0.35432i,-0.34564-0.42638i,-0.39539-0.53224i,0.025803-0.33131i,-0.10637-0.54937i,-0.11992-0.62459i,0.16366-0.55184i,0.089676-0.48544i,-0.027591-0.52631i,-0.072648-0.54286i,-0.011464-0.41158i,-0.1017-0.2433i,0.052795-0.56029i,-0.091395-0.42027i,-0.16113-0.50697i,-0.17543-0.32921i,-0.14539-0.47736i,0.013525-0.35231i,-0.18273-0.52917i,-0.18949-0.4965i,-0.29136-0.44025i,0.14685-0.29602i,-0.11636-0.37524i,0.025934-0.41979i,-0.027178-0.36271i,-0.13675-0.26554i,-0.37676-0.32104i,0.10019-0.55128i,0.32879-0.18633i,0.34856-0.27191i,0.21699-0.26403i,0.48513-0.21386i,0.26264-0.013944i,0.42175-0.18966i,0.36374-0.089126i,0.33462-0.14341i,0.27429-0.16422i,-0.081094-0.073919i,-0.045151-0.18328i,0.28477-0.13365i,0.14687-0.007354i,0.43788-0.09088i,0.28705-0.090271i,-0.008506-0.15342i,-0.2164-0.11803i,-0.073809-0.0082355i,0.45675-0.0491i,0.17417-0.1428i,0.31312-0.09808i,0.24777-0.089869i,0.45012-0.17804i,0.080734-0.20621i,0.030107-0.15937i,0.18259-0.4272i,0.073803-0.025277i,0.056024-0.29606i,-0.15522-0.13158i,0.103-0.040629i,0.17128-0.20624i,0.17988-0.25607i,0.26059-0.38761i,0.28014-0.10697i,-0.27088-0.21939i,-0.023452-0.21975i,0.027973-0.35065i,-0.13962-0.25125i,-0.40557-0.22766i,-0.34641-0.19847i,0.24434-0.066959i,0.35262-0.097487i,0.076237-0.208i,0.15801-0.098155i,-0.28955-0.21909i,-0.33853-0.23065i,-0.050277-0.36336i,0.041573-0.35617i,0.025488-0.25114i,-0.32693-0.49962i,-0.19197-0.42913i,-0.37246-0.36879i,0.3803-0.22684i,1
-0.16456-0.3209i,-0.015643-0.46614i,0.040982-0.36478i,-0.03195-0.32612i,-0.27599-0.31452i,-0.15845-0.3674i,-0.26346-0.25229i,0.33893-0.22948i,-0.049444-0.43071i,0.08407-0.31405i,-0.25177-0.29651i,0.074061-0.18501i,0.018728-0.3654i,-0.21321-0.32194i,0.041792-0.21996i,-0.11284-0.34552i,-0.35536-0.42092i,-0.04909-0.36972i,-0.06366-0.23574i,-0.3386-0.11587i,-0.86142-0.25417i,-0.42155-0.1265i,-0.33669-0.20839i,-0.10749-0.3155i,-0.23715-0.39233i,-0.025598-0.25166i,0.027495-0.18861i,0.16877-0.23914i,0.053397-0.28201i,-0.10806-0.24445i,-0.38378-0.12808i,-0.11504-0.28398i,-0.35041-0.40006i,-0.27339-0.34188i,-0.53945-0.23488i,-0.047812-0.31893i,-0.13206-0.19745i,-0.096629-0.27973i,-0.36695-0.43611i,-0.33565-0.15136i,-0.030769-0.21528i,-0.43358-0.26201i,-0.46628-0.29151i,-0.14983-0.32531i,-0.49075-0.10521i,-0.32103-0.35767i,-0.049276-0.1363i,0.044813-0.048894i,0.085591-0.16739i,-0.28077+0.058031i,-0.01139-0.20829i,-0.36306-0.0308i,0.14896-0.12987i,-0.052566+0.0187i,-0.19268-0.058021i,-0.17108-0.091487i,-0.52257+0.014137i,-0.62259-0.17088i,-0.47863-0.073593i,-0.20617+0.046098i,0.24106-0.085798i,-0.00084374-0.14317i,-0.32387-0.2082i,-0.47345-0.13734i,-0.27211-0.10979i,-0.077909-0.051307i,-0.25568-0.072581i,0.10262-0.088471i,-0.25198-0.12955i,0.14322-0.084812i,-0.30056-0.17456i,-0.51054-0.1014i,0.16633-0.037068i,-0.11887-0.056136i,-0.22958-0.1328i,-0.17333-0.16089i,-0.55829-0.029664i,0.0023786-0.044754i,-0.66968-0.13854i,0.16615-0.21138i,0.26825-0.10037i,-0.72847-0.1813i,-0.16604+0.012912i,0.17092-0.16857i,-0.20253-0.077223i,-0.011249-0.13536i,-0.49189-0.19361i,-0.21507-0.034452i,-0.29859-0.0097434i,-0.33087+0.048281i,-0.8228-0.070775i,-0.28639-0.30874i,-0.70814-0.20989i,0.10182-0.20238i,-0.081674-0.27747i,0.33787-0.04117i,-0.054102-0.42336i,-0.36523-0.095731i,-0.16333-0.060216i,0.12845-0.31292i,1
-0.55519+0.42079i,0.0065727+0.35818i,-0.22584+0.5023i,-0.3484+0.38717i,-0.45023+0.44639i,-0.11122+0.095805i,-0.27994+0.59271i,0.12548+0.26653i,-0.087785+0.42819i,-0.007662+0.39412i,-0.10887+0.13321i,0.011059+0.44271i,-0.08967+0.3959i,-0.091411+0.39836i,0.10683+0.34248i,-0.014343+0.4838i,-0.27463+0.31976i,-0.04636+0.36017i,-0.11593+0.43884i,-0.085444+0.2302i,-0.23856+0.23769i,0.09388+0.46425i,-0.070852-0.058131i,-0.13053+0.52987i,-0.32904+0.46046i,0.16853+0.26883i,-0.13536+0.21115i,-0.13792+0.36061i,-0.092081+0.4695i,0.042281+0.3475i,-0.048562+0.027424i,0.3055+0.47769i,-0.17076+0.18048i,0.099999+0.38784i,0.20151+0.33618i,-0.21861+0.33952i,-0.058404-0.0026807i,-0.014422+0.49576i,-0.077525+0.48938i,-0.060633+0.37955i,-0.089362+0.30618i,0.030714+0.40724i,-0.11494+0.3958i,-0.074319+0.38268i,-0.0045888+0.055478i,-0.26177+0.2459i,-0.00077388+0.34129i,0.21587+0.15911i,0.14544+0.26613i,-0.040183-0.018548i,0.10344+0.069867i,-0.13067+0.070489i,-0.38976+0.05463i,-0.10358-0.013079i,0.36629+0.070639i,0.00023329+0.060596i,-0.24071+0.043835i,-0.1534+0.21136i,-0.22454+0.16942i,-0.13377+0.037104i,-0.29677+0.084668i,-0.022184+0.10824i,-0.15325+0.11607i,-0.12284-0.017094i,-0.22913+0.015413i,0.24373+0.056352i,-0.032729+0.065109i,0.28272-0.0089257i,0.17014+0.02422i,0.36959+0.037332i,-0.28007+0.183i,0.022041+0.060764i,-0.23624+0.41628i,-0.30833-0.053556i,0.070032+0.2272i,-0.40209+0.15509i,0.19387+0.090402i,-0.26913+0.25462i,0.25428+0.22513i,0.15751+0.18769i,0.048442+0.046274i,0.086943+0.21925i,-0.0056832-0.07677i,0.11863+0.33213i,-0.37956+0.081704i,-0.34205+0.31886i,-0.40818+0.15171i,0.15712+0.011327i,-0.27427-0.029882i,0.071754+0.11669i,-0.042362-0.012292i,-0.18569+0.2963i,-0.35358+0.10901i,-0.28275+0.28168i,0.25234+0.31987i,-0.26733+0.19605i,-0.080087+0.31192i,-0.12634+0.28092i,-0.26871+0.13539i,0.65723+0.2779i,1
-0.49476+0.21244i,0.049792+0.25225i,-0.22265+0.22189i,-0.086928+0.18538i,-0.44275+0.18829i,-0.31779-0.011281i,-0.4557+0.33487i,0.016492+0.27488i,-0.13284+0.21097i,-0.18812+0.16845i,-0.49724+0.04429i,-0.028782+0.11362i,-0.21191+0.23064i,-0.32073+0.15673i,-0.21585+0.17786i,-0.28724+0.3699i,-0.39445+0.27283i,-0.14184+0.31418i,-0.12612+0.19023i,-0.55283+0.10769i,-0.74928+0.21137i,-0.40753+0.2541i,-0.40081+0.060817i,-0.0051595+0.31356i,-0.22519+0.25463i,0.097217+0.1215i,-0.35596+0.037764i,-0.11123-0.018449i,-0.0054402+0.19712i,-0.32957+0.34216i,-0.4221+0.038157i,0.089896+0.15978i,-0.55574+0.37368i,-0.14874+0.18636i,-0.46142+0.28318i,-0.16543+0.18076i,-0.17749+0.069988i,-0.096224+0.18603i,-0.22855+0.24546i,-0.34697+0.27777i,-0.097822+0.17115i,-0.186+0.20855i,-0.48572+0.29448i,-0.058265+0.183i,-0.40618+0.10704i,-0.4091+0.11202i,-0.098511+0.16807i,-0.086109+0.0059394i,0.46018+0.083644i,-0.29314+0.10599i,0.37913+0.099795i,-0.30075+0.091488i,0.27279+0.084941i,0.2475+0.029907i,-0.30402+0.07415i,0.22102+0.063488i,-0.091803-0.067493i,-0.46388-0.054607i,0.023389+0.10731i,0.44933+0.13202i,0.35353+0.13295i,0.44439+0.0244i,0.076986+0.031507i,0.029528+0.049105i,0.057556-0.068235i,-0.034948+0.14001i,0.12479+0.098064i,0.33263+0.08568i,-0.11154+0.018749i,0.10309+0.022883i,0.16892+0.1497i,-0.19443+0.19965i,0.24546+0.13035i,-0.0063738+0.022981i,-0.16636+0.14954i,-0.33738+0.081077i,-0.075013+0.055102i,0.22395-0.0022588i,-0.35013+0.12355i,0.12602+0.086332i,0.47915-0.019514i,-0.64528+0.23426i,-0.17936-0.0038482i,0.023945+0.24442i,0.024241+0.06359i,0.039915+0.11762i,-0.39547+0.10333i,-0.041137+0.09969i,-0.1013+0.098328i,0.0063386+0.11213i,-0.31816+0.086308i,-0.20725+0.11509i,-0.43778+0.083987i,-0.23703+0.15121i,-0.21637+0.17978i,0.34921-0.10206i,-0.065974+0.23982i,-0.18088+0.2659i,-0.42069+0.097244i,0.13827+0.070682i,1
